"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id"
"MSB-TBM","WDS","CB-WDS-22F","Towards Chennai Beach","CB22F",1,,
"MSB-TBM","WDS","CB-WDS-24","Towards Chennai Beach","CB24",1,,
"MSB-TBM","WDS","CB-WDS-26","Towards Chennai Beach","CB26",1,,
"MSB-TBM","WDS","CB-WDS-28","Towards Chennai Beach","CB28",1,,
"MSB-TBM","WDS","CB-WDS-30","Towards Chennai Beach","CB30",1,,
"MSB-TBM","WDS","CB-WDS-32","Towards Chennai Beach","CB32",1,,
"MSB-TBM","WDS","CB-WDS-34","Towards Chennai Beach","CB34",1,,
"MSB-TBM","WDS","CB-WDS-36","Towards Chennai Beach","CB36",1,,
"MSB-TBM","WDS","CB-WDS-38","Towards Chennai Beach","CB38",1,,
"MSB-TBM","WDS","CB-WDS-40","Towards Chennai Beach","CB40",1,,
"MSB-TBM","WDS","CB-WDS-42","Towards Chennai Beach","CB42",1,,
"MSB-TBM","WDS","CB-WDS-44","Towards Chennai Beach","CB44",1,,
"MSB-TBM","WDS","CB-WDS-46","Towards Chennai Beach","CB46",1,,
"MSB-TBM","WDS","CB-WDS-48","Towards Chennai Beach","CB48",1,,
"MSB-TBM","WDS","CB-WDS-50","Towards Chennai Beach","CB50",1,,
"MSB-TBM","WDS","CB-WDS-52","Towards Chennai Beach","CB52",1,,
"MSB-TBM","WDS","CB-WDS-54","Towards Chennai Beach","CB54",1,,
"MSB-TBM","WDS","CB-WDS-56","Towards Chennai Beach","CB56",1,,
"MSB-TBM","WDS","CB-WDS-58","Towards Chennai Beach","CB58",1,,
"MSB-TBM","WDS","CB-WDS-60","Towards Chennai Beach","CB60",1,,
"MSB-TBM","WDS","CB-WDS-62","Towards Chennai Beach","CB62",1,,
"MSB-TBM","WDS","CB-WDS-64","Towards Chennai Beach","CB64",1,,
"MSB-TBM","WDS","CB-WDS-66","Towards Chennai Beach","CB66",1,,
"MSB-TBM","WDS","TLB-WDS-2","Towards Chennai Beach","TLB2",1,,
"MSB-TBM","WDS","TLB-WDS-4","Towards Chennai Beach","TLB4",1,,
"MSB-TBM","WDS","TLB-WDS-6","Towards Chennai Beach","TLB6",1,,
"MSB-TBM","WDS","TLB-WDS-8","Towards Chennai Beach","TLB8",1,,
"MSB-TBM","WDS","TLB-WDS-10","Towards Chennai Beach","TLB10",1,,
"MSB-TBM","WDS","TLB-WDS-12","Towards Chennai Beach","TLB12",1,,
"MSB-TBM","WDS","WDS-108","Towards Chennai Beach",108,1,,
"MSB-TBM","SUN","T-SUN-1","Towards Tambaram","T1",0,,
"MSB-TBM","SUN","T-SUN-3","Towards Tambaram","T3",0,,
"MSB-TBM","SUN","T-SUN-5","Towards Tambaram","T5",0,,
"MSB-TBM","SUN","T-SUN-7","Towards Tambaram","T7",0,,
"MSB-TBM","SUN","T-SUN-9","Towards Tambaram","T9",0,,
"MSB-TBM","SUN","T-SUN-11","Towards Tambaram","T11",0,,
"MSB-TBM","SUN","T-SUN-13","Towards Tambaram","T13",0,,
"MSB-TBM","SUN","T-SUN-15","Towards Tambaram","T15",0,,
"MSB-TBM","SUN","T-SUN-17","Towards Tambaram","T17",0,,
"MSB-TBM","SUN","T-SUN-19","Towards Tambaram","T19",0,,
"MSB-TBM","SUN","T-SUN-21","Towards Tambaram","T21",0,,
"MSB-TBM","SUN","T-SUN-23","Towards Tambaram","T23",0,,
"MSB-TBM","SUN","T-SUN-25","Towards Tambaram","T25",0,,
"MSB-TBM","SUN","T-SUN-27","Towards Tambaram","T27",0,,
"MSB-TBM","SUN","T-SUN-29","Towards Tambaram","T29",0,,
"MSB-TBM","SUN","T-SUN-31","Towards Tambaram","T31",0,,
"MSB-TBM","SUN","T-SUN-33","Towards Tambaram","T33",0,,
"MSB-TBM","SUN","T-SUN-35","Towards Tambaram","T35",0,,
"MSB-TBM","SUN","T-SUN-37","Towards Tambaram","T37",0,,
"MSB-TBM","SUN","T-SUN-39","Towards Tambaram","T39",0,,
"MSB-TBM","SUN","T-SUN-41","Towards Tambaram","T41",0,,
"MSB-TBM","SUN","T-SUN-43","Towards Tambaram","T43",0,,
"MSB-TBM","SUN","T-SUN-45","Towards Tambaram","T45",0,,
"MSB-TBM","SUN","T-SUN-47","Towards Tambaram","T47",0,,
"MSB-TBM","SUN","T-SUN-49","Towards Tambaram","T49",0,,
"MSB-TBM","SUN","T-SUN-51","Towards Tambaram","T51",0,,
"MSB-TBM","SUN","T-SUN-53","Towards Tambaram","T53",0,,
"MSB-TBM","SUN","T-SUN-55","Towards Tambaram","T55",0,,
"MSB-TBM","SUN","T-SUN-57","Towards Tambaram","T57",0,,
"MSB-TBM","SUN","T-SUN-59","Towards Tambaram","T59",0,,
"MSB-TBM","SUN","T-SUN-61","Towards Tambaram","T61",0,,
"MSB-TBM","SUN","T-SUN-63","Towards Tambaram","T63",0,,
"MSB-TBM","SUN","T-SUN-65","Towards Tambaram","T65",0,,
"MSB-TBM","SUN","T-SUN-67","Towards Tambaram","T67",0,,
"MSB-TBM","SUN","T-SUN-69","Towards Tambaram","T69",0,,
"MSB-TBM","SUN","T-SUN-71","Towards Tambaram","T71",0,,
"MSB-TBM","SUN","T-SUN-73","Towards Tambaram","T73",0,,
"MSB-TBM","SUN","T-SUN-75","Towards Tambaram","T75",0,,
"MSB-TBM","SUN","T-SUN-77","Towards Tambaram","T77",0,,
"MSB-TBM","SUN","T-SUN-79","Towards Tambaram","T79",0,,
"MSB-TBM","SUN","T-SUN-81","Towards Tambaram","T81",0,,
"MSB-TBM","SUN","T-SUN-83","Towards Tambaram","T83",0,,
"MSB-TBM","SUN","T-SUN-85","Towards Tambaram","T85",0,,
"MSB-TBM","SUN","T-SUN-87","Towards Tambaram","T87",0,,
"MSB-TBM","SUN","T-SUN-89","Towards Tambaram","T89",0,,
"MSB-TBM","SUN","T-SUN-91","Towards Tambaram","T91",0,,
"MSB-TBM","SUN","T-SUN-93","Towards Tambaram","T93",0,,
"MSB-TBM","SUN","T-SUN-95","Towards Tambaram","T95",0,,
"MSB-TBM","SUN","T-SUN-97","Towards Tambaram","T97",0,,
"MSB-TBM","SUN","T-SUN-99","Towards Tambaram","T99",0,,
"MSB-TBM","SUN","T-SUN-101","Towards Tambaram","T101",0,,
"MSB-TBM","SUN","T-SUN-103","Towards Tambaram","T103",0,,
"MSB-TBM","SUN","T-SUN-105","Towards Tambaram","T105",0,,
"MSB-TBM","SUN","T-SUN-107","Towards Tambaram","T107",0,,
"MSB-TBM","SUN","T-SUN-109","Towards Tambaram","T109",0,,
"MSB-TBM","SUN","T-SUN-111","Towards Tambaram","T111",0,,
"MSB-TBM","SUN","T-SUN-113","Towards Tambaram","T113",0,,
"MSB-TBM","SUN","T-SUN-115","Towards Tambaram","T115",0,,
"MSB-TBM","SUN","T-SUN-117","Towards Tambaram","T117",0,,
"MSB-TBM","SUN","T-SUN-119","Towards Tambaram","T119",0,,
"MSB-TBM","SUN","T-SUN-121","Towards Tambaram","T121",0,,
